Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Total_Number_of_Reviews,Positive_Review,Reviewer_Score,Tags,lat,lng,Calc_Average_Score,Average_Score_Difference,Leisure_trip,Couple,Solo_traveler,Business_trip,Group,Family_with_young_children,Family_with_older_children,With_a_pet
"Vienna, Austria",7/9/2017,8.3,Fleming s Conference Hotel Wien, Netherlands , No complaints ,247, Really excellent place to stay for access to public transport to and from Vienna city centre Let me explain We did some research at home before we went on this vacation This resulted in us choosing to park our car at a P R location close to a public transport terminus for the duration of our stay in Vienna i e Ottakring P R From there it s very easy to travel to the hotel of our choice i e Fleming s Hotel Wien Westbahnhof and the city centre by U bahn Line U3 Turned out to be an excellent choice The public transport system in Vienna is really excellent underground trams busses We bought a Vienna City Card valid for 24 48 or 72 hours and this gives you access to all public transport in the city for a modest fee It also gives you nice reductions on entry fees for a large number of tourist attractions and major sights in city Look it up on the web we certainly recommend it as a great way to have a good time in The city of Music or The city of Dreams Oh I nearly forgot Fleming s is a very comfortable hotel good value for money too Breakfast is Tops ,8.8," Leisure trip, Couple, Comfort Double Room, Stayed 4 nights ",48.1995177,16.3388225,8.3,0.1999999999999993,1,1,0,0,0,0,0,0
"Vienna, Austria",8/1/2017,7.9,ARCOTEL Wimberger, Canada ,No Negative,149, Close to public transportation The gentleman at front desk went out of his way to help us with different questions Breakfast and supper in garden was great We ended our family Danube biking trip here The rooms were quiet and comfortable ,9.2," Leisure trip, Family with young children, 2 rooms, Stayed 1 night, Submitted from a mobile device ",48.2006001,16.3386333,7.9,0.29999999999999893,1,0,0,0,0,1,0,0
"Vienna, Austria",7/24/2017,7.8,Hotel Schild, United States of America , We thought breakfast was included in the price but it was not which was understandable because it was such a good price We also lost wifi on our floor for the night It was tough to find a casual place to eat dinner Other than that the room and bathroom were very nice and the room actually had a queen bed ,98, The room and bathroom were fancy ,8.3," Leisure trip, Couple, Classic Room, Stayed 1 night, Submitted from a mobile device ",48.251195,16.2989165,7.8,0.10000000000000053,1,1,0,0,0,0,0,0
"Barcelona, Spain",7/31/2017,8.2,Acta CITY47, Belgium , Nothing everything was great,381, The location is really close to the city center and public transportation Car rental is also close staff is very kind rooms are very clean Breakfast is descent ,7.9," Leisure trip, Couple, Double Room, Stayed 4 nights, Submitted from a mobile device ",41.383515,2.1407396,8.2,-0.09999999999999964,1,1,0,0,0,0,0,0
"Amsterdam, Netherlands",8/3/2017,9.0,De L Europe Amsterdam, United States of America , The lighting controls in the room were a puzzlement ,137, 1 The staff was unfailingly professional and pleasant 2 L Europe s location at the tip of a point around which Amsterdam s many wonderful canals circle is wonderful for walking our way to see any city cycling almost all of Amerstam seems to cycle and canal boating ,9.6," Leisure trip, Couple, Deluxe Double Room with River View, Stayed 6 nights, Submitted from a mobile device ",52.3678779,4.8948936,9.0,0.09999999999999964,1,1,0,0,0,0,0,0
"Amsterdam, Netherlands",8/1/2017,8.7,NH Collection Amsterdam Doelen, United Arab Emirates , The maintenance ppl should check the room before the customer checks in We checked in and stayed at the room for one night with an AC problem although we shared this with the maintenance guy on the first day but he didnt fix it on the next day the hotel moved us to a new room ,316, The decoration the history of this hotel and how it is been reinnovated the reception and customer relations staff were very helpful We looved the breakfast part and how the staff in the breakfast section were very friendly and keen to serve us especially the smily man who really took care of us i think he is the supervisor chief or the place supervisor Not sure We had really wonderful breakfast everyday of our stay in this hotel ,8.3," Leisure trip, Family with young children, Superior Double or Twin Room, Stayed 3 nights, Submitted from a mobile device ",52.3681919,4.8957609,8.7,0.10000000000000142,1,0,0,0,0,1,0,0
"Amsterdam, Netherlands",7/27/2017,8.1,Hotel Die Port van Cleve, South Africa , The reception area is not particularly inviting in fact rather shabby It could do with a make over The hotel is on a main thoroughfare so ask for a back room ,336, The breakfast was satisfying Scrambled eggs seem to be common to most hotel breakfasts Continental options are always available and are good with lots of quality coffee ,7.9," Leisure trip, Group, Superior Double Room, Stayed 3 nights, Submitted from a mobile device ",52.3741426,4.8907741,8.1,-0.09999999999999964,1,0,0,0,1,0,0,0
"Amsterdam, Netherlands",8/2/2017,9.0,INK Hotel Amsterdam MGallery by Sofitel, Australia , Not sure about the bathroom configuration ,876, Very friendly staff great location loved the quirky interior lovely surprise of chocolate champagne in our Son s room for his 21st birthday ,9.2," Leisure trip, Couple, Superior Twin Room, Stayed 2 nights, Submitted from a mobile device ",52.3754926,4.8929878,9.0,-0.09999999999999964,1,1,0,0,0,0,0,0
"Amsterdam, Netherlands",7/28/2017,8.3,Inntel Hotels Amsterdam Centre, United States of America , The price Definitely overpriced for the type of rooms The rooms has basic plain amenities nothing to make you feel wow ,871, Location Walking distance to Central Station and local transportation eateries reachable within 5 minutes walking,7.5," Leisure trip, Couple, Superior Double Room, Stayed 2 nights ",52.3760456,4.8943917,8.3,-0.10000000000000142,1,1,0,0,0,0,0,0
"London, United Kingdom",8/3/2017,9.1,Apex City Of London Hotel, United States of America , Two front desk staff gave us uninformed info re travel to Gatwick from the hotel It was 1 5 hours and 180 pounds They estimate 1 hour and 90 pounds ,1049, Great location great service great room great food ,10.0," Leisure trip, Group, Deluxe Family Room, Stayed 3 nights, Submitted from a mobile device ",51.5104624,-0.0795502,9.1,-0.09999999999999964,1,0,0,0,1,0,0,0
"Amsterdam, Netherlands",8/2/2017,8.3,Mercure Hotel Amsterdam Centre Canal District, United Kingdom , The breakfast was quite poor and we had issues on checkout where they wanted to charged us for additional breakfast This is a combination of an issue with booking com making a reservation for 9 people when apparently only 4 5 people were entitled to breakfast but also the hotels fault for not informing prior to us having breakfast and taking money from my account with no prior authorization I have also been charged twice for one of the breakfasts but still no refund has been given The staff at reception were not very helpful and refused to try and speed up the process given we were late for our flight A really poor way to end a special family trip for my sisters birthday ,258, The location was good and they had bikes on site which were easy to hire ,5.8," Business trip, Family with young children, Standard Room with 1 Double Bed, Stayed 2 nights ",52.3611852,4.8936341,8.3,-0.10000000000000142,0,0,0,1,0,1,0,0
"Barcelona, Spain",8/3/2017,8.1,Onix Liceo, Turkey , it is really sad to have two different rooms with the same price the first room definitely didn t worth its price but the stuff helped a lot to solve the problem thank you,240, the place was wonderful staff really helpful we were given a really bad room at the beginning with no light small and with a problem in the bathroom but they changed our room to a really nice one the next day ,7.5," Leisure trip, Couple, Double or Twin Room 1 2 Adults, Stayed 2 nights ",41.3780229,2.1730782,8.1,0.0,1,1,0,0,0,0,0,0
"Barcelona, Spain",7/27/2017,8.4,Abba Sants, Australia , loved it all,120, This is a good hotel with everything we needed and some more The room was big and clean as was the bathroom and breakfasts Its well located to Barcelona sants and the subway which is excellent 3 mins apart to everywhere ,9.6," Leisure trip, Couple, Double or Twin Room, Stayed 2 nights ",41.3825777,2.1400103,8.4,-0.20000000000000107,1,1,0,0,0,0,0,0
"Barcelona, Spain",7/30/2017,8.1,NH Sants Barcelona, United Kingdom , Had hoped for a cup of tea after we arrived before bed but no facilities in room and no obvious place to have one though we didn t ask ,107, Arrived late at night booking in was straightforward staff welcoming When we realised we had left a phone charger in our room I contacted them by email then phone and they found the charger and put it aside for us to pick up at a later date Comfortable bed Really handy for Barcelona Sants railway station for our onward trip as well as metro into central area of Barcelona ,8.8," Leisure trip, Family with young children, Double Room, Stayed 1 night ",41.384591,2.1378107,8.1,0.09999999999999964,1,0,0,0,0,1,0,0
"London, United Kingdom",7/29/2017,8.9,COMO Metropolitan London, Australia , Breakfast food was good but the room lacks soul Staff were not as friendly as we would have liked check in was fine but further enquiries to the front desk about late check outs were painful,143, Gorgeous room with a view over Hyde Park Location was outstanding Great bathroom All so comfortable,8.8," Leisure trip, Couple, Junior Suite with Park View, Stayed 1 night ",51.5050355,-0.1500864,8.9,0.09999999999999964,1,1,0,0,0,0,0,0
"London, United Kingdom",8/3/2017,8.6,Aloft London Excel, United Kingdom , Changing rooms in pool are broken Disappointed I couldn t get a rare match for Booking com between when I booked and price on the day 70 cheaper Hotel couldn t help even tho they said I should ring their helpline,1126, Great spacious comfortable rooms,7.5," Business trip, Solo traveler, Double or Twin Room, Stayed 2 nights, Submitted from a mobile device ",51.5083719,0.0355768,8.6,0.09999999999999964,0,0,1,1,0,0,0,0
"London, United Kingdom",8/2/2017,9.5,Ham Yard Hotel, Israel , Everything priced on the high end ,141, Loved the luxury room quiet fine and spacious Location that you can t beat amazing design clean and new Great Gym Would love to return if price is right ,9.6," Leisure trip, Family with young children, Luxury Room, Stayed 2 nights ",51.511174,-0.1349904,9.5,0.0,1,0,0,0,0,1,0,0
"Amsterdam, Netherlands",8/3/2017,8.5,DoubleTree by Hilton Amsterdam Centraal Station, Israel , Not enough shelves for cloths Bed was actually 2 beds connected No view at all Water flow too weak Light in room was dim ,1254, Nice coffee drawer large room Nice furnitures v g airconditioning ,8.3," Leisure trip, Group, Deluxe King Room, Stayed 5 nights, Submitted from a mobile device ",52.376752,4.904618,8.5,-0.09999999999999964,1,0,0,0,1,0,0,0
